	X0100.015.007	X0285.015.009	X1000.015.002	X1005.015.008	X1009.015.013	X1011.015.015	X1013.015.017	X1015.015.019	X1016.015.020	X1017.015.021	X1018.015.022	X1019.015.023	X1051.016.036	X1058.016.043	X1084.016.071	X1089.016.076	X1092.016.079	X1106.016.093	X1150.016.137	X1155.016.142	X1158.016.145	X1161.016.148	X1163.016.150	X1184.016.171	X1190.016.177	X1195.016.182	X1204.016.191	X1435.019.073	X1480.019.118	X1484.019.122	X1486.019.124	X1500.019.138	X1503.019.141	X1504.019.142	X1526.019.164	X1535.019.173	X1537.019.175	X1541.019.179	X1542.019.180	X1543.019.181	X1544.019.182	X1545.019.183	X1547.019.185	X1551.019.189	X1553.019.191	X1554.019.192	X1555.019.193	X1556.019.194	X1557.019.195	X1558.019.196	X1559.019.197	X1563.019.201	X1564.019.202	X1565.019.203	X1566.019.204	X1567.019.205	X1568.019.206	X1569.019.207	X1571.019.209	X1573.019.211	X1575.019.213	X1576.019.214	X1581.019.219
platelet dense granule (GO:0042827)	0.923075970137589	0.989207932862724	-0.6597228947285	0.48297339963174	-0.740558575739395	0.9872222524467	-1.04174308394008	1.48781583997255	-1.26591000087078	0.750277362503486	-0.483372336100998	0.666742645426771	1.00404132512504	-0.659393855391341	-0.979076435105081	1.41897540529091	-1.0858760437253	0.611905793900652	1.11330250907608	0.959253319646593	-0.819834401910706	0.587130004859999	-1.52714847772336	0.887040431994051	1.29929595344992	-0.811961113031534	-0.671516786325748	0.998409537687981	0.867707947621432	0.554287963568514	-0.927826903080661	-0.905878028834228	-0.851050171717551	-1.43693961965766	0.588869827396552	0.676624023222628	0.803649555527252	1.06899710604507	-0.612916343085101	1.12531343548874	-0.81515804875024	1.17057817284391	-0.928128452083327	-1.13998196203666	0.832007404446707	1.21324055540631	-0.99135395431687	-0.929521288780464	-1.18226798570937	0.963532252431907	-0.764775331407815	-0.7803815751619	1.30507385689591	0.852967364120388	1.1077353069399	-0.579653518564136	-1.1488229056677	1.04617028551658	-0.674533390148311	-0.736255649844938	-1.31469223599199	1.15660177843725	-1.36398222194183
telomerase holoenzyme complex (GO:0005697)	-0.756780920595634	1.25681369923626	-0.855633624897107	-0.922696956653733	-0.666602235363024	0.693703659486579	0.876909895044316	-1.11075058067555	-0.911857012516181	0.414170401100976	0.908135495026136	-0.697091733534122	-0.681522051004158	-1.24481421645621	0.992255714997794	-1.040669874105	1.106603387783	-1.03041256483556	-0.698795449845178	-0.757783367191904	-0.899129136241819	-0.521692643735136	0.492104278904371	0.934645673352984	0.378569774381159	-0.870641826777802	0.866308212835927	-0.90171751843444	-0.497911184353698	0.830839819248078	-1.01319592160244	-0.856088201266929	-0.501382668947971	0.48582283124776	1.04331225752083	1.20622631658149	-0.878654889041873	-1.07490726523019	-0.435736842906745	-0.527506761969163	1.03015497808597	0.539236895165517	-0.442253059925423	0.464741365709141	0.52695346132914	-0.970485791159894	-1.12150121713033	-0.613425393987646	1.10220908424149	-1.2176189511241	-0.643442248004682	-0.748679559547733	-1.16354229989373	0.970104876873472	-1.09833168886413	0.811694919531461	-0.589516821175957	-1.57297177003426	0.844857951810275	0.623769790074073	0.631239519530895	-0.749449720088937	-0.501069333174891
chromosomal region (GO:0098687)	0.447055181837069	1.60543120909907	-0.826091458775461	-1.47957179958295	-0.891762117533307	0.998129972888772	-1.30489254483347	-0.540173991669531	-1.27540269674309	-0.664183873010233	1.40412822076318	0.464224821234317	1.12846007787956	-1.7706555528685	1.80614853426082	-1.48830224460141	1.55097959102278	-1.51860639883945	-1.10341954661819	-1.52385930775228	-0.663283337451717	0.632514573875429	-1.32842617757778	1.07821063902172	1.40167705228098	-1.23271596249414	-0.711218266379437	1.18829484464166	1.19270349136018	-0.657676485815651	-1.8964849205326	-0.757888903711899	-0.999902114025405	0.624790140688572	-0.785729071717917	1.45061016872565	1.7036047258802	-0.768932287548228	1.71629510576741	-0.7502934243243	0.982542060094557	1.6620268688471	-2.02531783712329	-1.31422807724655	0.887135264371715	1.5672111027539	-1.57890214833207	0.884065036056483	1.67398799549586	-0.855688013694541	0.56026933332071	1.21425252076972	-1.67981515181184	-0.556270031931322	-1.69007997579998	1.51964987505071	-1.27544888807963	0.592329311705988	-1.44214637842677	1.80912631589627	0.47609282137048	0.960637533059848	-1.65719636739634
lipid droplet (GO:0005811)	1.1037152126519	0.539760294506769	-0.834577028241217	0.816723864297919	0.783831926712574	1.03380500817123	0.718018339230305	0.786729315155993	0.555630737128743	0.504611679315318	1.46335642620327	0.614474125044266	1.19588910167899	-1.32934668341621	1.00709710746919	0.950581541629067	0.771736664840733	-0.567544698338436	0.756124752447812	1.19730616133796	-1.057292560487	0.833434854576032	-0.853163485038428	1.27457150723995	0.775050605695563	1.2333421538977	-0.834152003147857	0.936267081351582	0.868122311110689	-0.729047758583104	-1.0321201962507	0.749126376578299	1.07235263337183	-0.637805535032425	0.749765914454647	1.21306526865828	-0.958408979893515	1.15735407501947	-0.586469379278026	-0.851232170725403	-0.62646959241816	-0.554063180602697	0.75239083970216	0.772022081005903	-0.844176446656331	0.966011147814581	1.51704659621553	-0.780814595317804	-0.995203969581018	1.22246471247709	1.5100305411491	0.80347134529277	0.96181651195186	-1.26623476538301	-0.895877817810084	0.778045715743853	-0.61072969074574	1.1768293951091	-1.07326306561504	1.05427034685682	-0.705996700204878	-0.700854485222563	-0.909401556551813
centriole (GO:0005814)	-1.76403803859994	1.28835002534478	1.61857537593962	-1.61653514479841	0.785167751146129	-1.44718675545701	-0.596993188041029	-1.66073486150115	1.3870244929574	1.1673299631702	1.66994195837476	-1.17231779354852	-1.89189405108585	1.45504956470197	-1.69893329816108	-2.31144768009715	-1.36929387617821	-1.23755664112041	-2.02678533999388	0.999379524036804	-0.569152124964814	-1.80423468120268	1.9299230267975	-0.684625210804744	-1.53871047516227	1.75722358309738	1.4631989702591	-1.72066244409984	-1.64906242283773	1.5371669597797	1.51297776307654	-1.79891411906816	0.955093102390959	1.46032615130851	0.933397685816818	-1.54815845286367	-1.27072316507555	-1.75030251422992	-1.23659908516915	-0.978791586637644	-1.21624868097332	-1.6622044797685	1.28611120605696	1.93539709971012	-1.42796123707791	-1.78492822198574	-1.04472739568504	1.80728876806479	1.40095077670579	-1.87871315057467	1.24684540912067	-1.54935586406293	0.664216524022941	1.0710824940956	-1.52590069682852	-1.76683405514145	1.89881178767056	1.24616062578197	1.55230302881459	-1.5105541382995	0.930613222753992	0.702917394462292	-0.62762029040522
polysome (GO:0005844)	0.895162290786017	0.869902620995471	0.540491169740704	-1.34427334634672	-1.06041074911372	-0.587150193669028	0.60378016714788	-0.533180235256223	-1.27703822689024	-0.958704493490674	-0.864387090764816	-1.11295363829089	0.868045889535237	-1.56223828168341	1.3675055425148	0.875147332404444	1.64215980381831	0.458711678379377	0.549403619125324	-0.934367348833525	-1.20199743373606	1.68664053320845	0.409816284647214	1.36444631912188	0.682061162693037	0.458417487032294	0.578543025993006	-0.462495753806528	0.896120780085606	-1.21617545104558	-1.17244010456434	0.541182284657888	0.68907957401717	0.574524528702608	0.525393447036441	0.804036218146766	0.501106461620187	0.693099303076548	-0.651040800858481	-0.692625904818493	-0.804787526972947	0.776632100933294	0.740596004083698	-0.694041020754751	-1.47004567326511	-0.582633461397927	-1.19031706382785	-0.586270743315047	-0.44161065229323	-1.00980008761314	0.508941885283996	-0.980168033999598	-1.0591275024505	0.605450444228106	0.931064370662903	1.25442456386918	-1.27672420424931	-1.5082348546664	0.531534062337788	-0.400300436287805	1.31461465582683	-0.972109785652166	-1.39469265943801
tertiary granule membrane (GO:0070821)	1.10785869093513	-1.55644776469204	-0.690216184632662	2.21027722594461	-1.48944040678254	0.944854709319442	-1.18428858871882	0.952941208294395	1.26570114369927	0.77899614596231	-1.4803210447273	-1.42536826346621	-0.74727864179297	-2.06362877246904	1.22567802145677	1.64430225290036	0.708522122831854	0.906990483191663	1.77944721519568	2.02589749980502	-2.27358073801859	1.69346178735696	-1.07076921014262	2.13242026960858	1.61795731432353	1.88175412945853	1.57981640202302	1.81335429886997	1.92245414308896	-1.82640844334115	-2.22823116302941	1.95470095038036	2.21099504097348	-1.04801218970836	0.988190057550048	1.51451220755458	-0.74199559804762	2.32963751358488	0.659434730159727	-2.09411407712959	-1.30426321786203	0.684519823291998	0.85201082683823	-1.113125250847	-2.02984707284727	1.86954634789692	2.03262152699779	1.0708369672709	-1.96089778133494	1.88329656758418	2.1577911907077	1.45424278185076	2.1391328480089	-1.8950005303803	-1.59245038096814	1.13016832479546	-1.63529621503632	2.02873176094057	-1.94272744507666	2.15922168103991	1.40199295420097	-1.5304283449585	-1.40905655871384
cytoplasmic vesicle (GO:0031410)	1.09763988379181	1.04610188711396	0.570944228280746	-1.03841597191005	0.592623255567538	-0.745166856832286	0.651527698764299	-0.546542976087212	-0.650989722648901	0.633387406162854	0.782737622449734	-0.68698342061568	0.912939669190974	-1.03436217646595	0.933211640464636	1.30276931188044	-0.645882492829574	-0.633925590904556	0.803555626314766	0.726909428762241	-0.921794767252833	0.911680262560628	-0.849490421488112	0.751893412763156	1.26792372314863	1.09099339078193	-0.712619490539393	-0.639124748540177	1.19330803882259	0.714659418348997	-1.30162253305075	-0.636774931456192	0.823014323368649	0.79472325986766	-0.76071917646342	1.19038518759991	-0.726482573588101	1.31849224181043	-1.00230396193481	-0.857298989075596	-0.672952148652908	1.1739066893033	0.768723386420338	0.809080450567833	-0.955089381662175	1.02495202454056	1.04354031759363	-0.747849043552263	-0.785495961434834	1.15928180474249	1.15414687701461	0.836934141064905	0.708065206088236	-1.36269067414407	-0.807160055876839	1.01320758972559	-1.47024204206991	0.818532414547946	-0.824387739294855	-0.605704403490595	0.757796293514343	0.991088433420351	-1.15311367143032
GABA-A receptor complex (GO:1902711)	1.74989444763097	0.776004397986529	0.954995359278578	-0.956876654926323	1.01913660606402	1.32185409719785	1.20419463865506	0.830070202044271	-1.18878297185427	0.747117144427801	1.13736216703102	-0.944689981060262	1.41100984320603	-0.916748160073733	1.44463861797366	1.4227493194566	-0.908747898976246	1.31400205127557	0.945750191754158	-1.21901935760422	1.23129904692336	0.857093432161158	-1.70104466627202	1.47007153125893	1.69906557011675	1.01576480040043	-0.743730238189682	0.897839913586578	1.39173201920962	-1.0408098009398	-1.05479953449924	1.08973625317095	-1.30513991995948	1.27419291392883	0.821146557267886	1.19829402555138	-1.09046184176032	-1.01203153404096	-0.948856754287492	0.936372332558583	-0.652647108273543	-0.836443127041797	0.858438808713086	-1.05594530958545	0.995139040254411	1.51521961063041	-1.20312583453168	-0.871428683878781	1.21876734677923	1.23394071462805	1.1623049696287	1.62702673668578	0.791592568378802	0.984987769542958	-1.11181853822606	1.21615972447447	-1.23652527560446	-1.12497410221569	-1.05164581909609	1.08799163404852	-1.52665372787075	-1.15701308989169	-1.16998916621729
integral component of Golgi membrane (GO:0030173)	-0.561113335520538	-0.737372923949012	0.557721267541109	0.875931566743077	-0.749966349397457	-0.503308436410732	-0.667793379860257	0.623879803927449	-0.748397469047899	-1.07109097421674	0.576054362008307	-0.421570415754368	-0.93038049937967	0.976101541017105	-0.691060516974532	0.471577436066056	-0.677395579808684	-0.457917258794697	1.31495449131622	0.675564251857548	0.636691765924613	-0.564865048505615	-0.891350687672289	-0.655559593914643	0.664148230562051	0.787421073838686	0.833802923487242	0.643009285002842	0.848742572992352	0.560978543242549	0.866644837421382	0.667565308966302	0.783487116166841	-0.494097461513362	-0.703466694133891	0.504799811829443	0.427425620388392	0.935606193915881	-0.787345382047134	-0.867549965271977	-0.89856902116448	-0.73417263804117	0.683404495695039	-0.733669436897179	-0.655509565743349	0.677409987662213	0.719945500174359	-0.871949556119402	-0.738800783835641	0.827350563301592	0.865656311365988	-0.738825646709506	0.798740573090401	0.643817759195071	0.737754981452658	-0.466663791869123	0.434096869830423	0.464301113046683	-0.959622780343676	0.786958964771022	-0.669477812248094	-0.598560240105484	0.693547952577043
